Data Inicio,Mês,Ano,Atividade,Tipo de atividade,Detalhamento,Categoria,N° de participantes participantes,Modalidade,ESTADO,Participantes_limpo,Data_inicio
23/06/2025,junho ,2025,Ação externa,Palestras,"Dia da Mulher na Engenharia - No dia 23 de julho de 2025, foi realizado o evento “Dia da Mulher na Engenharia” no auditório do Departamento de Administração da Universidade Federal de Viçosa (UFV), com o objetivo de celebrar a data e promover reflexões sobre os desafios das mulheres na engenharia, incluindo temas como assédio e disparidade de gênero no mercado de trabalho. A programação contou com uma mesa-redonda composta por profissionais e acadêmicas de destaque, que compartilharam experiências e discutiram a importância da equidade de gênero e da representatividade feminina em cargos de liderança. O evento foi uma parceria entre o Programa de Educação Tutorial (PET) da Engenharia de Produção da UFV, o Crea Jr Núcleo Viçosa e outros projetos de extensão, com apoio na divulgação, envio de representantes e suporte presencial. Também contou com a presença do projeto Melhor Arte, que promove a valorização do trabalho de mães assistidas pela APAE, e o apoio de patrocinadores que ofereceram brindes para os participantes. A iniciativa reforçou o compromisso com a promoção da diversidade, equidade de gênero e impacto social positivo na engenharia.",Nucleo,80,Presencial,Minas Gerais,80.0,2025-06-23
25/05/2025,maio ,2025,Ação externa,Palestras,"Gestão Estratégica de Imagem e Comunicação - No dia 25 de junho de 2025, o Crea Jr Núcleo Viçosa promoveu o evento “Gestão Estratégica de Imagem e Comunicação”, com o objetivo de capacitar os participantes sobre construção da imagem pessoal e profissional e estratégias de comunicação eficazes. Contou com palestras de Dirley, engenheiro perito e ex-coordenador de Marketing do Crea Jr-MG, e Maria Clara Madureira Miola, estudante de engenharia química e gerente de vendas na empresa júnior Sinergia. Foram abordados temas como engajamento racional, comunicação verbal e não verbal, além de reflexões sobre posicionamento social e profissional. A participação ativa do público contribuiu para um ambiente colaborativo e enriquecedor, reafirmando o compromisso do Núcleo com a formação integral e o protagonismo estudantil.",Nucleo,18,Presencial,Minas Gerais,18.0,2025-05-25
07/06/2025,junho ,2025,Ação externa,Ciclo de Palestras,"VII Encontro da Regional Sudeste - O evento da Regional em São João Del Rei contou com palestras ministradas por professores da UFSJ, inspetor e fiscal do CREA-MG Regional 2 e um psicólogo, abordando temas como a importância da engenharia no mercado de trabalho, saúde mental nas universidades, segurança do trabalho e o sistema CONFEA/CREA. No entardecer, houve uma integração diferenciada com um tour guiado pela cidade, promovendo experiências em equipe.",Regional,43,Presencial,Minas Gerais,43.0,2025-06-07
27/06/2025,junho ,2025,Ação externa,Palestras,"Conexão Cósmica - A atividade intitulada “Conexão Cósmica” foi realizada na noite de sexta-feira, 27 de junho de 2025, no Largo Dom João, em Diamantina, com o objetivo de promover a divulgação científica e proporcionar à comunidade o acesso à observação astronômica. O evento, aberto ao público, foi fruto da parceria entre o Crea Jr-Minas, a Astrovale (projeto de extensão da UFVJM voltado à divulgação da Astronomia) e o Instituto Federal do Norte de Minas Gerais (IFNMG). A atividade foi conduzida pelo professor Olavo Cosme, que orientou as observações e ofereceu explicações técnicas e acessíveis sobre os corpos celestes visualizados. Durante a noite, o público pôde observar diferentes astros, com destaque para a Lua (em fase minguante), a constelação da Ursa Maior, estrelas próximas (visíveis a olho nu e com auxílio óptico) e o planeta Marte (observado com equipamentos). Foram utilizados quatro telescópios de diferentes tipos, cedidos pelos parceiros, o que possibilitou uma experiência diversificada de observação. Estima-se que entre 25 e 40 pessoas participaram da ação, incluindo membros da comunidade acadêmica, famílias, estudantes e transeuntes que se interessaram espontaneamente. A atividade cumpriu seu papel de divulgação científica, integração entre instituições e comunidade local, além de proporcionar momentos de aprendizado e incentivo ao interesse pela astronomia e ciências naturais. A boa receptividade do público e o envolvimento dos parceiros reforçam o potencial de continuidade e ampliação de iniciativas como esta.",Nucleo,40,Presencial,Minas Gerais,40.0,2025-06-27
28/06/2025,junho ,2025,Ação externa,Minicurso,"Minicurso de Power-BI - O Crea Jr-MG Núcleo Sete Lagoas realizará uma palestra com o tema “Prepare-se para Turbinar suas Análises com Power BI”, voltada para membros interessados em aprimorar seus conhecimentos na área de análise de dados. O evento contará com a participação de Isabela, profissional com graduações em Matemática e Engenharia de Produção e especializações em Gestão de Projetos, Gestão de Negócios e Engenharia da Qualidade e Produtividade. A atividade terá como foco apresentar o Power BI como uma ferramenta estratégica para transformar dados complexos em informações claras e úteis, contribuindo para a tomada de decisões e a geração de insights no ambiente profissional.",Nucleo,15,Online,Minas Gerais,15.0,2025-06-28
28/06/2025,junho ,2025,Ação externa,Curso,"No dia 28 de junho de 2025, o Crea Jr-MG Núcleo Itajubá promoveu o minicurso “Desvendando o Power BI: Introdução ao mapeamento de dados”, realizado no Laboratório de Geoprocessamento da UNIFEI (sala LGEO - Bloco M3) e ministrado pelo professor Guilherme Youssef, coordenador do curso de Engenharia de Bioprocessos da instituição. O objetivo foi apresentar os primeiros passos no uso do Power BI a participantes sem familiaridade prévia com a ferramenta. Foram abordados conceitos de Business Intelligence (BI), as plataformas Desktop, Service e Mobile do Power BI, além do uso de fontes de dados como Excel, SQL e Web, navegação no Power Query, introdução à linguagem DAX e a criação prática de dashboards e automação de tabelas. O evento, gratuito e com certificado válido para horas complementares, teve caráter introdutório e contou com a participação de três pessoas.",Nucleo,3,Presencial,Minas Gerais,3.0,2025-06-28
09/06/2025,junho ,2025,Ação externa,Treinamento,"Dominando o Discord - O Crea-Minas Júnior Núcleo Juiz de Fora promoveu, no dia 9 de junho de 2025, um treinamento sobre o uso do Discord como ferramenta de comunicação interna, ministrado pelo Coordenador Adjunto de Qualidade, Abner Ronildo Luciano Rosa. O treinamento, com duração de 4 horas, teve como objetivo otimizar a interação entre os membros do Núcleo, abordando desde a configuração básica do servidor até funcionalidades avançadas, como criação de canais temáticos, atribuição de funções, uso de bots para automatização e integração com ferramentas como o Google Drive. O Discord foi apresentado como uma plataforma que centraliza informações, facilita chamadas de voz e vídeo com qualidade estável e permite o acompanhamento de tarefas de forma organizada. Ao final, os participantes aplicaram os conhecimentos no servidor interno, reforçando o compromisso do Núcleo com a melhoria contínua de seus processos e da capacitação de seus integrantes.",Nucleo,10,Online,Minas Gerais,10.0,2025-06-09
16/06/2025,junho ,2025,Ação externa,Treinamento,"Mestre da sua rotina: o trello como ferramenta de gestão pessoal e de grupos - Visando qualificar e melhorar as ferramentas de trabalho interno do Núcleo, no dia 16/06/2025 foi realizado um treinamento de Trello, ministrado pelo Coordenador Adjunto de Qualidade, Abner Ronildo Luciano Rosa. O treinamento abordou a introdução à ferramenta, formas de instalação, criação de conta e uso nos diferentes dispositivos. Foram apresentadas possibilidades de aplicação no dia a dia do Núcleo, como a criação de quadros para cada coordenadoria, organização de tarefas e eventos, definição de responsáveis, prazos e acompanhamento do progresso das atividades. Ao final, foi aberto um momento para dúvidas, onde foi destacado o potencial do Trello para facilitar a gestão de tarefas no Núcleo.",Nucleo,12,Online,Minas Gerais,12.0,2025-06-16
27/06/2025,junho ,2025,Ação externa,Palestras,"Soft Skills: Posicionamento digital como alicerce da carreira - No dia 21 de junho de 2025, foi realizada a palestra online “Soft Skills: Posicionamento Digital como Alicerce da Carreira”, ministrada por Samuel Vitor Silveira de Oliveira, especialista em Inteligência Competitiva e Gestão Comercial. Durante o evento transmitido pelo YouTube, Samuel abordou a importância das soft skills no desenvolvimento profissional, destacando como o posicionamento digital pode fortalecer a imagem pessoal e abrir portas no mercado de trabalho. A palestra explorou estratégias para construir uma presença online consistente, autêntica e alinhada aos objetivos de carreira, ressaltando o papel das habilidades interpessoais na comunicação e no relacionamento profissional na era digital.",Estadual,62,Online,Minas Gerais,62.0,2025-06-27
27/05/2025,maio ,2025,Ação externa,Palestras,"Carreira e Propósito: a escolha entre o que você ama e o que o mercado precisa - No dia 27 de maio de 2025, foi realizada a palestra online “Carreira e Propósito: a escolha entre o que você ama e o que o mercado precisa”, ministrada por Josiane Rocha, engenheira civil com uma trajetória inspiradora em empresas como Nubank, Falconi, Localiza e Usiminas. Atualmente empresária e fundadora da Midas Estratégias Digitais, Josiane compartilhou sua jornada e apresentou uma visão prática e motivadora sobre como alinhar propósito, carreira e demandas do mercado. Como mentora de carreira, ela conduziu reflexões poderosas, convidando os participantes a pensar sobre o que amam fazer, o que o mercado busca e como unir esses caminhos para construir uma trajetória de sucesso. O evento foi transmitido pelo YouTube.",Estadual,56,Online,Minas Gerais,56.0,2025-05-27
06/06/2025,junho ,2025,Ação externa,Minicurso,"Minicurso de composteira - O Crea-Minas Júnior Núcleo Manhuaçu realizou no último dia 06 de Junho, sexta-feira um minicurso de como construir uma composteira de balde com minhocas, o mini curso foi ministrado para 66 participantes. O curso teve como objetivo principal educar e conscientizar as pessoas sobre a importância da reciclagem e do manejo sustentável dos resíduos orgânicos.",Nucleo,66,Presencial,Minas Gerais,66.0,2025-06-06
03/07/2025,julho ,2025,Ação externa,Evento,"Crea nas Escolas - No dia 3 de julho, realizamos uma atividade especial do programa Crea nas Escolas no Colégio Diamantinense, voltada para os alunos do terceiro ano. Durante a visita, apresentamos o Crea Júnior, explicando sua importância e como ele atua na aproximação dos estudantes com o sistema profissional desde a formação técnica e acadêmica.",Nucleo,45,Presencial,Minas Gerais,45.0,2025-07-03
10/07/2025,julho ,2025,Ação externa,Palestras,"Día do Engenheiro de Minas - O evento consistiu numa série de palestras relacionadas a área de Engenharia de Minas, como forma de comemoração do “ Dia do Engenheiro de Minas”. No evento participaram alunos, professores e profissionais da área. Os temas abordados foram bem recebidos e evento foi realizado num clima de aprendizado.",Nucleo,20,Presencial,Minas Gerais,20.0,2025-07-10
30/05/2025,maio ,2025,Ação externa,Processo seletivo,"Processo Seletivo Crea Jr-MG Núcleo Araxá - No mês de Julho finalizamos o processo seletivo. Foi um processo enriquecedor tanto para os membros do Núcleo como para os interessados pois todos conseguimos crescer um pouco mais. Tivemos como aprovados 7 candidatos, que mostraram motivação e grande interesse em fazer parte do nosso time.",Nucleo,7,Presencial,Minas Gerais,7.0,2025-05-30
10/07/2025,julho ,2025,Ação externa,Palestras,"Construa sua Carreira: Entrevista sem Medo - No dia 10 de julho, das 19h às 21h, o Crea Jr-MG Núcleo Belo Horizonte promoveu o evento online pelo Google Meet “Construa sua Carreira: Entrevistas Sem Medo”, voltado para estudantes de engenharia que desejam se preparar com mais segurança e estratégia para os processos seletivos. A palestra foi conduzida por Margareth Correia, administradora, coach certificada e especialista em desenvolvimento de carreira, com mais de 5.000 horas de atendimentos individuais e um histórico de aprovações em empresas como AMBEV, Vale, Coca-Cola Femsa, Votorantim e Gerdau. Com ampla atuação em recrutamento e seleção de estagiários e trainees, Margareth compartilhou orientações práticas sobre como identificar e superar comportamentos autossabotadores, entender o que as empresas realmente esperam durante entrevistas e como se preparar de forma estratégica mantendo a autenticidade. O evento ofereceu aos participantes uma oportunidade valiosa de aprendizado e crescimento, reforçando o compromisso do Crea Jr-MG em apoiar jovens talentos na construção de uma carreira sólida e bem-sucedida.",Nucleo,7,Online,Minas Gerais,7.0,2025-07-10
18/07/2025,julho ,2025,Ação externa,Visita técnica,"Visita Técnica BRZ: Boas Práticas e Gestão de Resíduos na Construção Civil - No dia 18 de julho de 2025, das 7h às 11h da manhã, o Crea Jr-MG Núcleo Lavras realizou uma atividade integrada de palestra e visita técnica, diretamente em uma das obras da BRZ Empreendimentos, localizada nas proximidades da Estação Ferroviária de Lavras-MG. A ação teve como convidada a Dra. Yasmin Freitas Figueiredo, Doutora em Fitopatologia, Engenheira Agrônoma, Engenheira de Segurança e Gestora Ambiental, registrada no CREA-ES (055568/D). A atividade teve início com uma palestra voltada aos trabalhadores da obra, abordando temas essenciais como a gestão de resíduos sólidos, a importância da limpeza e organização no canteiro, e as implicações ambientais e de segurança relacionadas a essas práticas. O principal objetivo da ação foi conscientizar os profissionais diretamente envolvidos na construção civil sobre a responsabilidade ambiental no cotidiano da obra, incentivando a adoção de boas práticas sustentáveis e o manejo adequado de resíduos. A abordagem foi prática e contextualizada, valorizando a realidade do canteiro de obras e a atuação direta dos trabalhadores. Na sequência, os participantes do Crea Jr-MG realizaram uma visita técnica orientada pelas instalações da própria obra, que se trata de um condomínio residencial fechado em fase de construção. Durante esse momento, foi possível observar na prática os desafios enfrentados no dia a dia da construção, os métodos utilizados pela empresa, e os pontos discutidos na palestra sendo aplicados no ambiente real. A atividade proporcionou uma experiência formativa rica, ao unir conteúdo técnico, conscientização ambiental e vivência prática no local de atuação profissional. Além disso, reforçou o compromisso do Crea Jr-MG com a formação de engenheiros mais conscientes, preparados e comprometidos com a sustentabilidade na construção civil.",Nucleo,80,Presencial,Minas Gerais,80.0,2025-07-18
17/07/2025,julho ,2025,Ação externa,Visita técnica,"Visita técnica à Usina Hidrelétrica do Funil - O Crea Jr-MG Núcleo Nepomuceno realizou uma visita técnica enriquecedora à Usina Hidrelétrica do Funil, localizada entre os municípios de Perdões e Lavras, em Minas Gerais. Esta atividade proporcionou aos participantes uma experiência prática e aprofundada no setor de geração de energia, complementando de maneira significativa a formação acadêmica dos futuros engenheiros. A Usina do Funil, que está em operação desde 2002 e é administrada pela Aliança Geração de Energia, destaca-se por seu projeto técnico eficiente e compromisso com a sustentabilidade. Durante a visita, os membros do núcleo tiveram a oportunidade de conhecer os processos de geração de energia, os sistemas de automação e controle, e as iniciativas voltadas para a responsabilidade socioambiental. A usina opera com um reservatório a fio d’água, modelo que reduz impactos ambientais, e possui vertedouros para controle de vazão, garantindo segurança e eficiência operacional. A experiência permitiu aos participantes vivenciar na prática conceitos estudados em sala de aula, como o funcionamento de turbinas, a gestão de recursos hídricos e a importância da manutenção preditiva. Além disso, a interação com os profissionais da usina proporcionou insights valiosos sobre as demandas e desafios do setor energético, fortalecendo a conexão entre a teoria e a realidade do mercado. A visita também reforçou a importância da sustentabilidade na engenharia moderna, mostrando como projetos de geração de energia podem aliar eficiência e respeito ao meio ambiente. Os participantes saíram motivados e com uma visão mais clara sobre o impacto de suas futuras carreiras no desenvolvimento de soluções energéticas inovadoras e sustentáveis. Esta atividade não apenas enriqueceu o conhecimento técnico dos envolvidos, mas também destacou o compromisso do Crea Jr-MG com a formação de profissionais qualificados e conscientes de seu papel na sociedade. A experiência na Usina do Funil certamente deixou um legado de aprendizado e inspiração para todos os participantes.",Nucleo,15,Presencial,Minas Gerais,15.0,2025-07-17
19/07/2025,julho ,2025,Ação externa,Evento,"IV Encontro da Regional Metropolitana - O IV Encontro Regional Metropolitana do Crea Jr-MG foi um dia inteiro de trocas significativas, fortalecimento de vínculos e valorização da trajetória dos nossos Núcleos. Realizado na UFOP, o evento reuniu lideranças do Sistema Confea/Crea, membros ativos do programa em uma programação que mesclou conhecimento técnico, propósito e emoção.",Regional,45,Presencial,Minas Gerais,45.0,2025-07-19
19/07/2025,julho ,2025,Ação externa,Minicurso,"Minicurso Google Forms – O minicurso Google Forms, foi útil para a nossa turma! Conseguimos aprender a criar formulários online de forma fácil e rápida, e o melhor é que foi muito bem estruturado. Foi um curso muito produtivo e eu saí com uma sensação de que havia aprendido algo realmente valioso.",Nucleo,10,Online,Minas Gerais,10.0,2025-07-19
19/07/2025,julho ,2025,Ação externa,Minicurso,"Introdução ao Power Bi - A atividade teve como objetivo introduzir os participantes ao Power BI, abordando suas funções básicas, como importação de dados, criação de gráficos e relatórios interativos. Destacou-se sua importância no mercado e sua aplicação na análise de dados e tomada de decisões.",Nucleo,13,Online,Minas Gerais,13.0,2025-07-19
28/07/2025,julho ,2025,Ação externa,Minicurso,"Introdução a Latex e Overleaf – o Minicurso foi ministrado pela Mariana Moura da Encautech, apresentando a origem do Latex e como utilizar os principais recursos presentes no site Overleaf para escrever artigos de forma padronizada e consistente, aproveitando recursos nativos.",Nucleo,16,Online,Minas Gerais,16.0,2025-07-28
31/07/2025,julho ,2025,Ação externa,Palestras,"Radônio em Foco: Entre a Terra, a Água e a Saúde - Na manhã do evento, foi realizada uma Palestra Técnica das 09:00 às 11:30, no Anfiteatro da Biblioteca, reunindo estudantes, pesquisadores e profissionais interessados nas aplicações ambientais e sanitárias do gás Radônio. Durante a atividade, foram abordados temas relevantes, como: As radiações naturais, com explicações sobre seus conceitos e principais fontes de exposição no ambiente; A origem e o comportamento do gás Radônio em diferentes contextos geológicos; As aplicações do Radônio em análises hídricas e ações de vigilância ambiental; O uso do Radônio como traçador natural em estudos hidrogeológicos e ambientais; E, por fim, uma reflexão sobre os riscos e benefícios do Radônio à saúde pública e ocupacional. A palestra foi marcada por discussões enriquecedoras e contribuiu significativamente para a difusão do conhecimento técnico e científico na área, promovendo o diálogo entre teoria e prática no campo da geociência ambiental.",Nucleo,20,Presencial,Minas Gerais,20.0,2025-07-31
31/07/2025,julho ,2025,Ação externa,Treinamento,"Gás Oculto, Ciência à Mostra: Radônio em Águas Subterrâneas - Foi realizado um treinamento prático em campo voltado à demonstração da técnica de coleta de amostras para análise de radônio em águas subterrâneas. A atividade contemplou a aplicação dos procedimentos adequados de amostragem, preservação e transporte, além de orientações de segurança específicas para a análise de gases dissolvidos, com ênfase em águas de poços artesianos. O treinamento proporcionou aos participantes uma experiência prática, permitindo o contato direto com metodologias utilizadas em estudos hidrogeológicos e ambientais, especialmente no monitoramento da presença de radônio, gás nobre de origem natural, em fontes subterrâneas. A atividade foi conduzida por um especialista com ampla experiência na área de radiações naturais, Elydio José Dias Soares, representante do LNR/CDTN/CNEN (Laboratório de Radiação Natural), Tecnólogo em Radiologia (UFMG), Mestre em Ciências e Técnicas Nucleares (DEN/UFMG), Doutorando em Ciências e Tecnologia dos Minerais e Meio Ambiente (CDTN), fortalecendo a formação técnica dos participantes e promovendo o conhecimento aplicado à segurança e à análise de qualidade das águas subterrâneas.",Nucleo,14,Presencial,Minas Gerais,14.0,2025-07-31
01/06/2025,junho ,2025,Ação externa,Ação social,"Doar é um ato de amor: Doe um Agasalho - A campanha “Aqueça Corações: Doe um Agasalho” é uma iniciativa do CREA Jr – MG, Núcleo Teófilo Otoni, com o objetivo de amenizar os impactos das baixas temperaturas sobre a população em situação de vulnerabilidade social da cidade. Em 2025, a campanha teve sua culminância com a entrega das doações no dia 24 de julho ao Centro Pop de Teófilo Otoni, uma instituição que oferece suporte e acolhimento a pessoas em situação de rua. Ao todo, foram arrecadadas 113 peças, entre agasalhos, blusas de frio, roupas infantis, meias, calçados e demais itens essenciais para o período de inverno. A coleta foi realizada com o engajamento dos membros do núcleo e da comunidade acadêmica, que contribuíram generosamente com as doações. O sucesso da ação reforça o compromisso do Núcleo CREA Jr Teófilo Otoni com a responsabilidade social, promovendo empatia, solidariedade e ação concreta frente às necessidades sociais locais.Além de aquecer corpos, a campanha também aqueceu corações, fortalecendo o senso de coletividade entre estudantes, colaboradores e a sociedade em geral.",Nucleo,113,Presencial,Minas Gerais,113.0,2025-06-01
23/04/2025,abril ,2025,Ação externa,Processo seletivo,"Processo Seletivo Crea Jr-MG Núcleo Montes Claros - O Processo Seletivo do Crea Jr-MG Núcleo Montes Claros teve início em 23 de abril de 2024, com o objetivo de atrair novos talentos para integrar nossa equipe. Durante o período, foram divulgadas informações e atividades voltadas para a seleção e integração de novos membros na modalidade trainee. As atividades do processo seletivo foram encerradas no mês de julho, marcando o fim da fase de acolhimento e desenvolvimento inicial dos novos integrantes. No entanto, registramos uma baixa adesão, o que impactou diretamente na quantidade de aprovados. Ao final do processo, apenas 3 novos participantes passaram a compor oficialmente a equipe do Crea Jr-MG Núcleo Montes Claros.",Nucleo,4,Online,Minas Gerais,4.0,2025-04-23
28/01/2025,janeiro ,2025,Ação externa,Desenvolvimento interno,"Semana de capacitação interna do Crea Jr-MG Núcleo Teófilo Otoni - A Semana de Capacitação Interna do Crea Jr-MG Núcleo Teófilo Otoni, realizada entre os dias 28 e 31 de julho, foi um momento estratégico dedicado ao desenvolvimento pessoal e profissional dos membros da equipe. A programação contou com uma série de atividades voltadas ao aperfeiçoamento de competências, integração dos núcleos e alinhamento institucional.",Nucleo,23,Online,Minas Gerais,23.0,2025-01-28
16/07/2025,julho ,2025,Ação externa,Ciclo de Palestras,"Mulheres que Constroem: desafios e experiências - Visando trazer uma aproximação do profissional para com os estudantes, no dia 16/07 foi realizada uma roda de conversa sobre mulheres na engenharia com o tema “Mulheres que Constroem: desafios e experiências.”. O evento contou com a participação de 5 palestrantes convidadas: Ana Cristina, Engenheira civil; Illa Beguine, Doutoranda e mestre em Engenharia Civil pela UFJF; Lia Soares, Engenheira Civil pela UFJF e mestre em engenharia civil pela Unicamp; Nathalia Roland, Engenharia Civil pela UFJF, professora do Departamento de Engenharia Sanitária e Ambiental da (UFJF); Maria Angélica, Engenheira Civil pela UFJF e especialista em Gestão Ambiental pela Faculdade de Jacarepaguá.O principal objetivo foi, além de aproximar os estudantes das vivências profissionais, apresentar um panorama da atuação feminina na engenharia. As palestrantes compartilharam suas trajetórias, desafios e conquistas ao longo da carreira.O encontro começou com apresentações individuais, nas quais cada profissional relatou como chegou à engenharia, suas motivações e o caminho percorrido até o momento atual. As falas abordaram temas como superação, barreiras enfrentadas para ingressar e se manter na profissão, e as dificuldades vivenciadas durante o curso e no exercício da atividade profissional. Na sequência, realizou-se um momento de diálogo mediado por perguntas previamente elaboradas, permitindo aprofundar questões como: início de carreira, principais desafios, referências femininas na área, situações marcantes de afirmação como engenheiras e vivências inspiradoras. Essa troca de experiências entre as palestrantes tornou o evento ainda mais enriquecedor e motivador. Por fim, o público teve espaço para perguntas e interações, seguido por um momento de agradecimentos e um coffee break, que possibilitou conversas mais informais e oportunidades de networking.",Nucleo,15,Presencial,Minas Gerais,15.0,2025-07-16
16/01/2025,janeiro ,2025,Ação interna,Reunião interna,Boas Vindas a nova diretoria. Criação da GE.,CREA Jr,50,Online,Espirito Santo,50.0,2025-01-16
22/01/2025,janeiro ,2025,Ação interna,Reunião interna,Competencias de GPQ e apresentação do núcleo Cachoeiro,CREA Jr,4,Online,Espirito Santo,4.0,2025-01-22
24/01/2025,janeiro ,2025,Ação interna,Reunião interna,Reunião de alinhamento interno dos setores.,CREA Jr,13,Online,Espirito Santo,13.0,2025-01-24
27/01/2025,janeiro ,2025,Ação interna,Reunião interna,Apresentação do Cronograma mensal,CREA Jr,7,Online,Espirito Santo,7.0,2025-01-27
28/01/2025,janeiro ,2025,Ação interna,Reunião interna,"Reunião de alinhamento diretoria de comunicação, alinhando informações sobre postagens e estrategias",CREA Jr,3,Online,Espirito Santo,3.0,2025-01-28
30/01/2025,janeiro ,2025,Ação interna,Reunião interna,"Reunião de alinhamento diretoria de comunicação, alinhando informações sobre postagens e estrategias",CREA Jr,3,Online,Espirito Santo,3.0,2025-01-30
02/03/2025,março ,2025,Ação interna,Treinamento,"Reunião de treinamento com o núcleo novo, apresentação do programa e dos dirigentes estaduais",CREA Jr,20,Online,Espirito Santo,20.0,2025-03-02
02/03/2025,março ,2025,Ação interna,Reunião interna,Alinhamento com o núcleo Cachoeiro.,CREA Jr,20,Online,Espirito Santo,20.0,2025-03-02
02/05/2025,maio ,2025,Ação interna,Treinamento,Treinamento e troca de gestão do núcleo,CREA Jr,2,Online,Espirito Santo,2.0,2025-05-02
02/05/2025,maio ,2025,Ação interna,Reunião interna,Apresentação das atividades de cada setor.,CREA Jr,11,Online,Espirito Santo,11.0,2025-05-02
02/08/2025,agosto ,2025,Ação interna,Reunião interna,Reunião geral de apresentação.,CREA Jr,8,Online,Espirito Santo,8.0,2025-08-02
02/10/2025,outubro ,2025,Ação interna,Reunião interna,Abertura do Núcleo Guarapari.,CREA Jr,20,Online,Espirito Santo,20.0,2025-10-02
02/11/2025,novembro ,2025,Ação interna,Reunião interna,"Reunião de alinhamento diretoria de comunicação, alinhando informações sobre postagens e estrategias",CREA Jr,3,Online,Espirito Santo,3.0,2025-11-02
14/02/2025,fevereiro ,2025,Ação interna,Palestras,O papel do georreferenciamento na regularização de imóveis. Palestra online sobre esse tema.,CREA Jr,49,Online,Espirito Santo,49.0,2025-02-14
17/02/2025,fevereiro ,2025,Ação interna,Reunião interna,Reunião de alinhamento.,CREA Jr,3,Online,Espirito Santo,3.0,2025-02-17
18/02/2025,fevereiro ,2025,Participação,Palestras,IA - Ponte para o mercado de trabalho: Conectando estudantes e profissionais. Palestra em parceria com o CREA-GO Jovem,CREA Jr,-,Online,Espirito Santo,,2025-02-18
20/02/2025,fevereiro ,2025,Ação interna,Reunião interna,"Reunião com a Comunicação Nucleo cachoeiro sobre postagens de calendario, postagens do mês e tirar duvidas",CREA Jr,5,Online,Espirito Santo,5.0,2025-02-20
22/02/2025,fevereiro ,2025,Ação interna,Reunião interna,Treinamento geral das diretorias.,CREA Jr,11,Online,Espirito Santo,11.0,2025-02-22
23/02/2025,fevereiro ,2025,Ação interna,Reunião interna,"Reunião de alinhamento diretoria de comunicação, alinhando informações sobre postagens e estrategias",CREA Jr,3,Online,Espirito Santo,3.0,2025-02-23
23/02/2025,fevereiro ,2025,Ação interna,Reunião interna,Reunião de Comunicação com supervisores.,CREA Jr,7,Online,Espirito Santo,7.0,2025-02-23
25/02/2025,fevereiro ,2025,Ação interna,Reunião interna,Treinamento do núcleo São Matheus.,CREA Jr,11,Online,Espirito Santo,11.0,2025-02-25
26/02/2025,fevereiro ,2025,Ação interna,Reunião interna,Treinamento do núcleo Guarapari,CREA Jr,10,Online,Espirito Santo,10.0,2025-02-26
26/02/2025,fevereiro ,2025,Ação interna,Reunião interna,Treinamento do Núcleo Colatina,CREA Jr,9,Online,Espirito Santo,9.0,2025-02-26
27/02/2025,fevereiro ,2025,Ação interna,Reunião interna,Treinamento do Núcleo Cachoeiro,CREA Jr,12,Online,Espirito Santo,12.0,2025-02-27
27/02/2025,fevereiro ,2025,Ação interna,Reunião interna,Treinamento do Núcleo Alegre,CREA Jr,9,Online,Espirito Santo,9.0,2025-02-27
27/02/2025,fevereiro ,2025,Ação interna,Reunião interna,Alinhamento do PSU 2025.,CREA Jr,4,Online,Espirito Santo,4.0,2025-02-27
27/02/2025,fevereiro ,2025,Ação interna,Reunião interna,Treinamento do Núcleo Vitória.,CREA Jr,7,Online,Espirito Santo,7.0,2025-02-27
03/07/2025,julho ,2025,Ação interna,Reunião interna,Reunião de GPQ com supervisores.,CREA Jr,13,Online,Espirito Santo,13.0,2025-07-03
01/03/2025,março ,2025,Ação interna,Reunião interna,Treinamento de Comunicação com assessores.,CREA Jr,5,Online,Espirito Santo,5.0,2025-03-01
05/03/2025,março ,2025,Ação interna,Reunião interna,Treinamento de GPQ com assessores.,CREA Jr,8,Online,Espirito Santo,8.0,2025-03-05
06/03/2025,março ,2025,Ação interna,Reunião interna,Treinamento de Projetos com assessores.,CREA Jr,8,Online,Espirito Santo,8.0,2025-03-06
17/03/2025,março ,2025,Participação,Treinamento,Treinamento com a comunicação do CONFEA,CREA Jr,,Online,Espirito Santo,,2025-03-17
23/03/2025,março ,2025,Ação interna,Treinamento,Treinamento individual Capcut,CREA Jr,,Online,Espirito Santo,,2025-03-23
22/03/2025,março ,2025,Ação interna,Treinamento,Treinamento individual CAPCUT- supervisor núcleo alegre,CREA Jr,,Online,Espirito Santo,,2025-03-22
08/03/2025,março ,2025,Ação interna,Reunião interna,Reunião com a comunicação de Cachoeiro,CREA Jr,,Online,Espirito Santo,,2025-03-08
10/03/2025,março ,2025,Ação interna,Reunião interna,Alinhamento diretoria de comunicação,CREA Jr,,Online,Espirito Santo,,2025-03-10
07/03/2025,março ,2025,Ação interna,Reunião,Reunião com o INCAPER,CREA Jr,9,Online,Espirito Santo,9.0,2025-03-07
07/03/2025,março ,2025,Ação interna,Reunião interna,REUNIÃO DA LIDERANÇA DO NÚCLEO,CREA Jr,4,Online,Espirito Santo,4.0,2025-03-07
11/03/2025,março ,2025,Ação interna,Reunião interna,Reunião de feedback da Diretoria,CREA Jr,7,Online,Espirito Santo,7.0,2025-03-11
